Haltestellenname,route,name_sanitized
"Ruhstorf, Grafenspitz",7590,"Ruhstorf, Grafenspitz"
"Ruhstorf, Kreuzkoppe",7590,"Ruhstorf, Kreuzkoppe"
"Ruhstorf, Hans-Loher-Str.27",7590,"Ruhstorf, Hans-Loher-Str.27"
Trostling,7590,Trostling
"Pillham, Abzw",7590,"Pillham, Abzw"
Kleeberg,7590,Kleeberg
"Hader, Abzw",7590,"Hader, Abzw"
Hausmanning,7590,Hausmanning
Steinwies,7590,Steinwies
"Hütting bei Tettenweis, Abzw",7590,"Hütting bei Tettenweis, Abzw"
Hader,7590,Hader
"Hader, Abzw Schmidham",7590,"Hader, Abzw Schmidham"
Hütting bei Tettenweis,7590,Hütting bei Tettenweis
"Hütting bei Tettenweis, Abzw",7590,"Hütting bei Tettenweis, Abzw"
Niederhofen,7590,Niederhofen
"Grund, Gh Taubenneder",7590,"Grund, Gh Taubenneder"
Steinwies,7590,Steinwies
Hausmanning,7590,Hausmanning
"Hader, Abzw",7590,"Hader, Abzw"
Kleeberg,7590,Kleeberg
Trostling,7590,Trostling
"Ruhstorf, Hans-Loher-Str.27",7590,"Ruhstorf, Hans-Loher-Str.27"
"Ruhstorf, Bf",7590,"Ruhstorf, Bf"
"Rottau, Abzw. B 388",7590,"Rottau, Abzw. B 388"
Königswiese,7590,Königswiese
Neuindling,7590,Neuindling
"Pocking, Bahnhof",7590,"Pocking, Bahnhof"
"Grund, Ortsanfang",7590,"Grund, Ortsanfang"
"Passau, ZOB",7599,"Passau, ZOB"
"Passau, Reisebüro Niedermayer",7599,"Passau, Reisebüro Niedermayer"
"Passau, Am Schanzlturm",7599,"Passau, Am Schanzlturm"
"Passau, Nagelschmiedgasse",7599,"Passau, Nagelschmiedgasse"
"Passau, Rathaus",7599,"Passau, Rathaus"
"Passau, Römerplatz",7599,"Passau, Römerplatz"
"Passau, Aufischer",7599,"Passau, Aufischer"
"Passau, Zahnradfabrik, Werk 1",7599,"Passau, Zahnradfabrik, Werk 1"
"Passau, Lindau",7599,"Passau, Lindau"
Niedersatzbach,7599,Niedersatzbach
Obersatzbach,7599,Obersatzbach
Zwecking,7599,Zwecking
"Thyrnau, Sonnenstraße",7599,"Thyrnau, Sonnenstraße"
"Thyrnau, Mitte",7599,"Thyrnau, Mitte"
Schmiding,7599,Schmiding
Gastering,7599,Gastering
"Gosting, Abzw",7599,"Gosting, Abzw"
Hitzing,7599,Hitzing
"Kelchham, Abzw",7599,"Kelchham, Abzw"
"Donauwetzdorf, Abzw",7599,"Donauwetzdorf, Abzw"
Schmiding,7599,Schmiding
"Thyrnau, Firmianstraße",7599,"Thyrnau, Firmianstraße"
Hundsdorf,7599,Hundsdorf
Lieblmühle,7599,Lieblmühle
"Oberdiendorf, Kreuzung",7599,"Oberdiendorf, Kreuzung"
"Oberdiendorf, Kindergarten",7599,"Oberdiendorf, Kindergarten"
"Oberdiendorf, Kirche",7599,"Oberdiendorf, Kirche"
"Oberholz, Abzw.",7599,"Oberholz, Abzw."
Oberholz,7599,Oberholz
Wotzdorf,7599,Wotzdorf
Weiherreuth,7599,Weiherreuth
"Hauzenberg, Post",7599,"Hauzenberg, Post"
"Perling, Abzw",7599,"Perling, Abzw"
Niederkümmering,7599,Niederkümmering
Nottau bei Hauzenberg,7599,Nottau bei Hauzenberg
Oberkümmering,7599,Oberkümmering
"Oberkümmering, Angerstr.",7599,"Oberkümmering, Angerstr."
"Hauzenberg, Realschule",7599,"Hauzenberg, Realschule"
"Hauzenberg, Busbahnhof",7599,"Hauzenberg, Busbahnhof"
"Hauzenberg, Realschule",7599,"Hauzenberg, Realschule"
"Hauzenberg, Alarmzentrum",7599,"Hauzenberg, Alarmzentrum"
"Freudensee, Abzw Raßreuth",7599,"Freudensee, Abzw Raßreuth"
Freudensee,7599,Freudensee
Raßreuth,7599,Raßreuth
Kramersdorf,7599,Kramersdorf
Penzenstadl,7599,Penzenstadl
Wehrberg,7599,Wehrberg
Sickling,7599,Sickling
Krinning,7599,Krinning
Roßau,7599,Roßau
Oberneureuth,7599,Oberneureuth
Niederneureuth,7599,Niederneureuth
Haselberg,7599,Haselberg
Sonnen,7599,Sonnen
"Sonnen, Birkenweg",7599,"Sonnen, Birkenweg"
"Hirschenberg, Abzw",7599,"Hirschenberg, Abzw"
Jägerbild,7599,Jägerbild
"Jägerbild, Abzw Raumreuth",7599,"Jägerbild, Abzw Raumreuth"
Gegenbach,7599,Gegenbach
Schönberg bei Breitenberg,7599,Schönberg bei Breitenberg
Stampferbrücke,7599,Stampferbrücke
"Breitenberg, Passauer-Str.",7599,"Breitenberg, Passauer-Str."
"Jägerwirth, Aigner",7600,"Jägerwirth, Aigner"
Voglarn bei Jägerwirth,7600,Voglarn bei Jägerwirth
Untervoglarn,7600,Untervoglarn
Kemating bei Voglarn,7600,Kemating bei Voglarn
Elexenbach,7600,Elexenbach
"Galla, Kreuzung",7600,"Galla, Kreuzung"
"Greil, Abzw",7600,"Greil, Abzw"
Gaisbruck,7600,Gaisbruck
Giglmöhrn,7600,Giglmöhrn
Strenn,7600,Strenn
Mahd,7600,Mahd
Primsdobl,7600,Primsdobl
Eben bei Sandbach,7600,Eben bei Sandbach
"Ratzing, Abzw Jägerwirth",7600,"Ratzing, Abzw Jägerwirth"
"Seestetten, Seestettener Str.",7600,"Seestetten, Seestettener Str."
Seestetten,7600,Seestetten
"Ratzing, Abzw Jägerwirth",7600,"Ratzing, Abzw Jägerwirth"
"Sandbach, Kirche",7600,"Sandbach, Kirche"
"Sandbach, Bf",7600,"Sandbach, Bf"
"Sandbach, Bahnüberführung",7600,"Sandbach, Bahnüberführung"
"Altfalter, Bahnunterführung",7600,"Altfalter, Bahnunterführung"
Witzling bei Vilshofen,7600,Witzling bei Vilshofen
"Vilshofen, Bahnhof",7600,"Vilshofen, Bahnhof"
"Vilshofen, Ellinger",7600,"Vilshofen, Ellinger"
"Vilshofen, Hauptsch. St. Georg",7600,"Vilshofen, Hauptsch. St. Georg"
"Arbing bei Osterhofen, Kirche",7635,"Arbing bei Osterhofen, Kirche"
"Arbing bei Osterhofen, Wh.",7635,"Arbing bei Osterhofen, Wh."
Bruck/Künzing,7635,Bruck/Künzing
Einöd bei Pleinting,7635,Einöd bei Pleinting
"Endlau, Abzw. Schnelldorf",7635,"Endlau, Abzw. Schnelldorf"
"Girching/Künzing, Rathaus",7635,"Girching/Künzing, Rathaus"
"Haardorf, Feuerwehrhaus",7635,"Haardorf, Feuerwehrhaus"
"Haardorf, Wh",7635,"Haardorf, Wh"
"Langkünzing, Abzw",7635,"Langkünzing, Abzw"
"Mühlham, Abzw",7635,"Mühlham, Abzw"
Niedermünchsdorf,7635,Niedermünchsdorf
"Osterhofen, Abzw Krankenhaus",7635,"Osterhofen, Abzw Krankenhaus"
"Osterhofen, Altenmarkt Anw Erl",7635,"Osterhofen, Altenmarkt Anw Erl"
"Osterhofen, Altenmarkt Damenst",7635,"Osterhofen, Altenmarkt Damenst"
"Osterhofen, Fa. Blöchl",7635,"Osterhofen, Fa. Blöchl"
"Osterhofen, Realschule",7635,"Osterhofen, Realschule"
"Osterhofen, Stadtplatz",7635,"Osterhofen, Stadtplatz"
"Osterhofen, Wallerdorfer Str.",7635,"Osterhofen, Wallerdorfer Str."
"Pleining, Bayernwerk",7635,"Pleining, Bayernwerk"
"Pleinting, Bahnunterführung",7635,"Pleinting, Bahnunterführung"
"Pleinting, Hauptstraße 96",7635,"Pleinting, Hauptstraße 96"
"Pleinting, Kriegerdenkmal",7635,"Pleinting, Kriegerdenkmal"
"Vilshofen, Bahnhof",7635,"Vilshofen, Bahnhof"
"Vilshofen, Finanzamt",7635,"Vilshofen, Finanzamt"
"Vilshofen, Gymnasium",7635,"Vilshofen, Gymnasium"
"Vilshofen, Stadtplatz",7635,"Vilshofen, Stadtplatz"
Zelezna Ruda (CZ),7710,Zelezna Ruda (CZ)
"Bayer. Eisenstein, Bahnhof",7710,"Bayer. Eisenstein, Bahnhof"
"Bayer. Eisenstein, Local-Bahn-Museum",7710,"Bayer. Eisenstein, Local-Bahn-Museum"
"Bayer. Eisenstein, Schule",7710,"Bayer. Eisenstein, Schule"
"Bayer. Eisenstein, Sonnenhof",7710,"Bayer. Eisenstein, Sonnenhof"
"Seebachschleife, Abzw",7710,"Seebachschleife, Abzw"
"Regenhütte, Ort",7710,"Regenhütte, Ort"
"Zwieslerwaldhaus, Abzw",7710,"Zwieslerwaldhaus, Abzw"
"Ludwigsthal, Haus zur Wildnis",7710,"Ludwigsthal, Haus zur Wildnis"
"Ludwigsthal, Gh. Pauli",7710,"Ludwigsthal, Gh. Pauli"
Fällenrechen,7710,Fällenrechen
"Theresienthal, Linke Haus",7710,"Theresienthal, Linke Haus"
"Zwiesel, Busbahnhof",7710,"Zwiesel, Busbahnhof"
"Zwiesel, Tankstelle",7710,"Zwiesel, Tankstelle"
"Zwiesel, Bahnhof",7710,"Zwiesel, Bahnhof"
"Zwiesel, Anger",7710,"Zwiesel, Anger"
"Zwiesel, Brauerei Pfeffer",7710,"Zwiesel, Brauerei Pfeffer"
"Zwieselberg, Siedlung",7710,"Zwieselberg, Siedlung"
"Zwieselberg, Info Zentrum",7710,"Zwieselberg, Info Zentrum"
Dreieck Abzw,7710,Dreieck Abzw
"Schweinhütt, Kapelle",7710,"Schweinhütt, Kapelle"
"Schweinhütt, Gh. Mühl",7710,"Schweinhütt, Gh. Mühl"
Neigermühle,7710,Neigermühle
"Regen, Realschule",7710,"Regen, Realschule"
"Regen, Stadtplatz",7710,"Regen, Stadtplatz"
"Regen, Bahnhof/Busbahnhof",7710,"Regen, Bahnhof/Busbahnhof"
"Poschetsried, Abzw",7710,"Poschetsried, Abzw"
"Hönigsgrub, Abzw",7710,"Hönigsgrub, Abzw"
"Kasberg, Abzw",7710,"Kasberg, Abzw"
"Rinchnach, Busbahnhof",7710,"Rinchnach, Busbahnhof"
"Rinchnach, Rosenau",7710,"Rinchnach, Rosenau"
"Rinchnach, Probstberg",7710,"Rinchnach, Probstberg"
"Ried bei Rinchnach, Abzw",7710,"Ried bei Rinchnach, Abzw"
Grub bei Rinchnach,7710,Grub bei Rinchnach
"Schlag, Siedlung",7710,"Schlag, Siedlung"
Schlag,7710,Schlag
Grünbichl,7710,Grünbichl
Kirchdorf i. Wald,7710,Kirchdorf i. Wald
"Röhrnachmühle, Abzw Grünbach",7710,"Röhrnachmühle, Abzw Grünbach"
Eppenschlag,7710,Eppenschlag
"Hungerberg, Abzw",7710,"Hungerberg, Abzw"
Großmisselberg,7710,Großmisselberg
Almosenreuth,7710,Almosenreuth
Pummerhof,7710,Pummerhof
Saunstein,7710,Saunstein
"Schönberg, Feuerwehrhaus",7710,"Schönberg, Feuerwehrhaus"
"Schönberg, Marktplatz",7710,"Schönberg, Marktplatz"
"Schönberg, Unterer Markt",7710,"Schönberg, Unterer Markt"
Mitternach,7710,Mitternach
Eberhardsreuth,7710,Eberhardsreuth
Gumpenreit,7710,Gumpenreit
"Saldenburg, Abzw",7710,"Saldenburg, Abzw"
Spitzingerreuth,7710,Spitzingerreuth
"Preying, Abzw",7710,"Preying, Abzw"
Trautmannsdorf,7710,Trautmannsdorf
Hörmannsdorf bei Tittling,7710,Hörmannsdorf bei Tittling
"Tittling, Marktplatz",7710,"Tittling, Marktplatz"
"Tittling, Passauer Str. 53",7710,"Tittling, Passauer Str. 53"
Preming,7710,Preming
Wildenberg bei Tittling,7710,Wildenberg bei Tittling
"Wildenberg b.Tittl., B85,Abzw",7710,"Wildenberg bei Tittl., B85,Abzw"
Weiding bei Neukirchen v.W.,7710,Weiding bei Neukirchen v.W.
"Neukirchen v.W., Rathaus",7710,"Neukirchen v.W., Rathaus"
Witzling bei Neukirchen v. W.,7710,Witzling bei Neukirchen v. W.
Möging,7710,Möging
Trasham,7710,Trasham
Sittenberg,7710,Sittenberg
During,7710,During
"Ruderting, Kirche",7710,"Ruderting, Kirche"
"Ruderting, Buchbauer",7710,"Ruderting, Buchbauer"
"Ruderting, Lohwald-Siedlung",7710,"Ruderting, Lohwald-Siedlung"
Lohhof bei Ruderting,7710,Lohhof bei Ruderting
Gotting bei Tiefenbach,7710,Gotting bei Tiefenbach
"Tiefenbach, Bayerwaldstr.",7710,"Tiefenbach, Bayerwaldstr."
"Tiefenbach, R.-Töpfl-Str.",7710,"Tiefenbach, R.-Töpfl-Str."
"Tiefenbach, Kieswerk",7710,"Tiefenbach, Kieswerk"
"Schwaiberg, Waldstr.",7710,"Schwaiberg, Waldstr."
Jacking,7710,Jacking
Bäckerreuth,7710,Bäckerreuth
Patriching,7710,Patriching
Moos bei Passau,7710,Moos bei Passau
Jägerreuth,7710,Jägerreuth
Pramöd,7710,Pramöd
"Ries, Wasserturm",7710,"Ries, Wasserturm"
"Ries, Rennweg",7710,"Ries, Rennweg"
"Passau, Abzw Freudenhain",7710,"Passau, Abzw Freudenhain"
"Passau, Eggendobl (Ortmeier)",7710,"Passau, Eggendobl (Ortmeier)"
"Passau, Eggendobl",7710,"Passau, Eggendobl"
"Passau, Am Schanzl",7710,"Passau, Am Schanzl"
"Passau, Hbf",7710,"Passau, Hbf"
"Kirchham, Jagdhof",7761,"Kirchham, Jagdhof"
"Würding, Thalerstr.",7761,"Würding, Thalerstr."
"Würding, Kirche",7761,"Würding, Kirche"
"Würding, Raiffeisenbank",7761,"Würding, Raiffeisenbank"
"Würding, U.Inntalstr./Hochrainstr.",7761,"Würding, U.Inntalstr./Hochrainstr."
"Würding, Martinweg",7761,"Würding, Martinweg"
"Bad Füssing, Hochhaus Schwarz",7761,"Bad Füssing, Hochhaus Schwarz"
"Bad Füssing, Johannesbad",7761,"Bad Füssing, Johannesbad"
"Kirchham, Haus Senator",7761,"Kirchham, Haus Senator"
"Kirchham, Schule",7761,"Kirchham, Schule"
"Kirchham, Oppowa-Kreuzung",7761,"Kirchham, Oppowa-Kreuzung"
"Kirchham, Finkenhof",7761,"Kirchham, Finkenhof"
"Kirchham, Camping Kubitza",7761,"Kirchham, Camping Kubitza"
"Hofgarten, Schnapsmuseum",7761,"Hofgarten, Schnapsmuseum"
"Kirchham, Haslinger Hof",7761,"Kirchham, Haslinger Hof"
"Bad Füssing, Hofgartenweg/Aldi",7761,"Bad Füssing, Hofgartenweg/Aldi"
"Bad Füssing, Seniorenheim",7761,"Bad Füssing, Seniorenheim"
"Bad Füssing, Kath. Kirche",7761,"Bad Füssing, Kath. Kirche"
"Bad Füssing, Ludwig-Thoma-Weg",7761,"Bad Füssing, Ludwig-Thoma-Weg"
"Bad Füssing, Europa-Therme",7761,"Bad Füssing, Europa-Therme"
"Bad Füssing, Kurplatz/Geml",7761,"Bad Füssing, Kurplatz/Geml"
"Bad Füssing, Therme I /Saunahof",7761,"Bad Füssing, Therme I /Saunahof"
"Bad Füssing, Füssinger Hof",7761,"Bad Füssing, Füssinger Hof"
"Bad Füssing, Therme I /Saunahof",7761,"Bad Füssing, Therme I /Saunahof"
"Bad Füssing, Kurplatz/Geml",7761,"Bad Füssing, Kurplatz/Geml"
"Bad Füssing, Europa-Therme",7761,"Bad Füssing, Europa-Therme"
"Bad Füssing, Ludwig-Thoma-Weg",7761,"Bad Füssing, Ludwig-Thoma-Weg"
"Bad Füssing, Johannesbad",7761,"Bad Füssing, Johannesbad"
"Bad Füssing, Hochhaus Schwarz",7761,"Bad Füssing, Hochhaus Schwarz"
"Würding, Thalerstr.",7761,"Würding, Thalerstr."
"Würding, Kirche",7761,"Würding, Kirche"
"Würding, Raiffeisenbank",7761,"Würding, Raiffeisenbank"
"Würding, U.Inntalstr./Hochrainstr.",7761,"Würding, U.Inntalstr./Hochrainstr."
"Würding, Martinweg",7761,"Würding, Martinweg"
"Bad Füssing, Hochhaus Schwarz",7761,"Bad Füssing, Hochhaus Schwarz"
"Bad Füssing, Johannesbad",7761,"Bad Füssing, Johannesbad"
"Bad Füssing, Ludwig-Thoma-Weg",7761,"Bad Füssing, Ludwig-Thoma-Weg"
"Bad Füssing, Europa-Therme",7761,"Bad Füssing, Europa-Therme"
"Bad Füssing, Kurplatz/Geml",7761,"Bad Füssing, Kurplatz/Geml"
"Bad Füssing, Therme I /Saunahof",7761,"Bad Füssing, Therme I /Saunahof"
"Bad Füssing, Hotel Panland",7761,"Bad Füssing, Hotel Panland"
"Bad Füssing, Hofgartenweg/Aldi",7761,"Bad Füssing, Hofgartenweg/Aldi"
"Bad Füssing, Füssinger Hof",7761,"Bad Füssing, Füssinger Hof"
"Bad Füssing, Hotel Panland",7761,"Bad Füssing, Hotel Panland"
"Bad Füssing, Hofgartenweg/Aldi",7761,"Bad Füssing, Hofgartenweg/Aldi"
"Kirchham, Haslinger Hof",7761,"Kirchham, Haslinger Hof"
"Hofgarten, Schnapsmuseum",7761,"Hofgarten, Schnapsmuseum"
"Kirchham, Camping Kubitza",7761,"Kirchham, Camping Kubitza"
"Kirchham, Finkenhof",7761,"Kirchham, Finkenhof"
"Kirchham, Oppowa-Kreuzung",7761,"Kirchham, Oppowa-Kreuzung"
"Kirchham, Schule",7761,"Kirchham, Schule"
"Kirchham, Haus Senator",7761,"Kirchham, Haus Senator"
"Kirchham, Jagdhof",7761,"Kirchham, Jagdhof"
"Aigen (Inn), Kirche",7762,"Aigen (Inn), Kirche"
"Aigen (Inn), Schule",7762,"Aigen (Inn), Schule"
"Irching, Ortsmitte",7762,"Irching, Ortsmitte"
"Egglfing, Mineralienhaus",7762,"Egglfing, Mineralienhaus"
"Egglfing, Egglfinger Hof",7762,"Egglfing, Egglfinger Hof"
"Egglfing, Campingplatz",7762,"Egglfing, Campingplatz"
"Egglfing, Pichlstr.",7762,"Egglfing, Pichlstr."
"Egglfing, Egglfinger Hof",7762,"Egglfing, Egglfinger Hof"
"Egglfing, Schopperweg",7762,"Egglfing, Schopperweg"
"Bad Füssing, Wohnbau Schwarz",7762,"Bad Füssing, Wohnbau Schwarz"
"Bad Füssing, Johannesbad",7762,"Bad Füssing, Johannesbad"
"Riedenburg, Badehaus Kranzmann",7762,"Riedenburg, Badehaus Kranzmann"
"Riedenburg, Schloßtaverne",7762,"Riedenburg, Schloßtaverne"
"Bad Füssing, Ludwig-Thoma-Weg",7762,"Bad Füssing, Ludwig-Thoma-Weg"
"Bad Füssing, Europa-Therme",7762,"Bad Füssing, Europa-Therme"
"Bad Füssing, Kurplatz/Geml",7762,"Bad Füssing, Kurplatz/Geml"
"Bad Füssing, Therme I /Saunahof",7762,"Bad Füssing, Therme I /Saunahof"
"Bad Füssing, Füssinger Hof",7762,"Bad Füssing, Füssinger Hof"
"Bad Füssing, Hotel Panland",7762,"Bad Füssing, Hotel Panland"
"Bad Füssing, Kath. Kirche",7762,"Bad Füssing, Kath. Kirche"
Afham bei Karpfham,7770,Afham bei Karpfham
Aunham bei Bad Griesbach,7770,Aunham bei Bad Griesbach
"Aunham bei Bad Griesbach, Hs.-Nr. 20",7770,"Aunham bei Bad Griesbach, Hs.-Nr. 20"
"Bad Griesbach, Fachmarktzentrum",7770,"Bad Griesbach, Fachmarktzentrum"
"Bad Griesbach, Feuerwehrhaus",7770,"Bad Griesbach, Feuerwehrhaus"
"Bad Griesbach, Karpfhamer Str.",7770,"Bad Griesbach, Karpfhamer Str."
"Bad Griesbach, Lindenfeld",7770,"Bad Griesbach, Lindenfeld"
"Bad Griesbach, Passauer Str.",7770,"Bad Griesbach, Passauer Str."
"Bad Griesbach, Plinganserstr.",7770,"Bad Griesbach, Plinganserstr."
"Bad Griesbach, Post",7770,"Bad Griesbach, Post"
"Bad Griesbach, Realschule",7770,"Bad Griesbach, Realschule"
"Bad Griesbach, Residenz",7770,"Bad Griesbach, Residenz"
"Bad Griesbach, Rewe",7770,"Bad Griesbach, Rewe"
"Bad Griesbach, Stadtplatz",7770,"Bad Griesbach, Stadtplatz"
"Bad Griesbach, Steinkart",7770,"Bad Griesbach, Steinkart"
"Bad Griesbach-Therme, Am Kurwald",7770,"Bad Griesbach-Therme, Am Kurwald"
"Bad Griesbach-Therme, Holzhäusl",7770,"Bad Griesbach-Therme, Holzhäusl"
"Karpfham, Kirche",7770,"Karpfham, Kirche"
"Karpfham, Pfandl",7770,"Karpfham, Pfandl"
"Karpfham, Tankstelle",7770,"Karpfham, Tankstelle"
Oberham,7770,Oberham
Schwaim,7770,Schwaim
Singham,7770,Singham
"Singham, Campingplatz",7770,"Singham, Campingplatz"
